States: 184 183 182 181 180 179 178 177 176 175 174 173 172 171 170 169 168 167 166 165 164 163 162 161 160 159 158 157 156 155 154 153 152 151 150 149 148 147 146 145 144 143 142 141 140 139 138 137 136 135 134 133 132 131 130 129 128 127 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 12 11 10 9 8 7 6 5 4 3 2 1 0 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 
Accepting States: 184 183 182 181 180 179 178 177 176 175 174 173 172 171 170 169 168 167 166 164 163 162 161 160 159 158 157 156 155 154 153 152 151 150 149 148 147 146 145 144 143 142 141 139 138 137 136 135 134 133 132 131 130 129 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 13 12 11 10 9 8 7 6 5 4 3 2 1 128 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 
1,106,e
1,116,f
1,84,g
1,109,h
1,113,i
1,88,j
1,90,k
1,107,l
1,93,m
1,102,n
1,104,o
1,127,p
1,124,q
1,121,r
1,97,s
1,100,t
1,129,u
1,112,v
1,111,w
1,115,x
1,96,y
1,101,z
1,0,{
1,0,}
2,0,!
2,0,(
2,0,)
2,0,*
2,0,+
2,0,,
2,0,-
2,0,.
2,0,/
2,134,0
2,108,1
2,132,2
2,103,3
2,105,4
2,126,5
2,123,6
2,120,7
2,98,8
2,99,9
2,0,;
2,0,<
2,0,=
2,0,>
2,77,A
2,78,B
2,80,C
2,82,D
2,136,E
2,83,F
2,85,G
2,86,H
2,87,I
2,89,J
2,91,K
2,92,L
2,94,M
2,95,N
2,138,O
2,137,P
2,135,Q
2,133,R
2,131,S
2,130,T
2,128,U
2,125,V
2,122,W
2,119,X
2,110,Y
2,114,Z
2,118,a
2,117,b
2,79,c
2,81,d
2,106,e
2,116,f
2,84,g
2,109,h
2,113,i
2,88,j
2,90,k
2,107,l
2,93,m
2,102,n
2,104,o
2,127,p
2,124,q
2,121,r
2,97,s
2,100,t
2,129,u
2,112,v
2,111,w
2,115,x
2,96,y
2,101,z
2,0,{
2,0,}
3,0,!
3,0,(
3,0,)
3,0,*
3,0,+
3,0,,
3,0,-
3,0,.
3,0,/
3,134,0
3,108,1
3,132,2
3,103,3
3,105,4
3,126,5
3,123,6
3,120,7
3,98,8
3,99,9
3,0,;
3,0,<
3,0,=
3,0,>
3,77,A
3,78,B
3,80,C
3,82,D
3,136,E
3,83,F
3,85,G
3,86,H
3,87,I
3,89,J
3,91,K
3,92,L
3,94,M
3,95,N
3,138,O
3,137,P
3,135,Q
3,133,R
3,131,S
3,130,T
3,128,U
3,125,V
3,122,W
3,119,X
3,110,Y
3,114,Z
3,118,a
3,117,b
3,79,c
3,81,d
3,106,e
3,116,f
3,84,g
3,109,h
3,113,i
3,88,j
3,90,k
3,107,l
3,93,m
3,102,n
3,104,o
3,127,p
3,124,q
3,121,r
3,97,s
3,100,t
3,129,u
3,112,v
3,111,w
3,115,x
3,96,y
3,101,z
3,0,{
3,0,}
4,0,!
4,0,(
4,0,)
4,0,*
4,0,+
4,0,,
4,0,-
4,0,.
4,0,/
4,134,0
4,108,1
4,132,2
4,103,3
4,105,4
4,126,5
4,123,6
4,120,7
4,98,8
4,99,9
4,0,;
4,0,<
4,0,=
4,0,>
4,77,A
4,78,B
4,80,C
4,82,D
4,136,E
4,83,F
4,85,G
4,86,H
4,87,I
4,89,J
4,91,K
4,92,L
4,94,M
4,95,N
4,138,O
4,137,P
4,135,Q
4,133,R
4,131,S
4,130,T
4,128,U
4,125,V
4,122,W
4,119,X
4,110,Y
4,114,Z
4,118,a
4,117,b
4,79,c
4,81,d
4,106,e
4,116,f
4,84,g
4,109,h
4,113,i
4,88,j
4,90,k
4,107,l
4,93,m
4,102,n
4,104,o
4,127,p
4,124,q
4,121,r
4,97,s
4,100,t
4,129,u
4,112,v
4,111,w
4,115,x
4,96,y
4,101,z
4,0,{
4,0,}
5,0,!
5,0,(
5,0,)
5,0,*
5,0,+
5,0,,
5,0,-
5,0,.
5,0,/
5,134,0
5,108,1
5,132,2
5,103,3
5,105,4
5,126,5
5,123,6
5,120,7
5,98,8
5,99,9
5,0,;
5,0,<
5,0,=
5,0,>
5,77,A
5,78,B
5,80,C
5,82,D
5,136,E
5,83,F
5,85,G
5,86,H
5,87,I
5,89,J
5,91,K
5,92,L
5,94,M
5,95,N
5,138,O
5,137,P
5,135,Q
5,133,R
5,131,S
5,130,T
5,128,U
5,125,V
5,122,W
5,119,X
5,110,Y
5,114,Z
5,118,a
5,117,b
5,79,c
5,81,d
5,106,e
5,116,f
5,84,g
5,109,h
5,113,i
5,88,j
5,90,k
5,107,l
5,93,m
5,102,n
5,104,o
5,127,p
5,124,q
5,121,r
5,97,s
5,100,t
5,129,u
5,112,v
5,111,w
5,115,x
5,96,y
5,101,z
5,0,{
5,0,}
6,0,!
6,0,(
6,0,)
6,0,*
6,0,+
6,0,,
6,0,-
6,0,.
6,0,/
6,134,0
6,108,1
6,132,2
6,103,3
6,105,4
6,126,5
6,123,6
6,120,7
6,98,8
6,99,9
6,0,;
6,0,<
6,0,=
6,0,>
6,77,A
6,78,B
6,80,C
6,82,D
6,136,E
6,83,F
6,85,G
6,86,H
6,87,I
6,89,J
6,91,K
6,92,L
6,94,M
6,95,N
6,138,O
6,137,P
6,135,Q
6,133,R
6,131,S
6,130,T
6,128,U
6,125,V
6,122,W
6,119,X
6,110,Y
6,114,Z
6,118,a
6,117,b
6,79,c
6,81,d
6,106,e
6,116,f
6,84,g
6,109,h
6,113,i
6,88,j
6,90,k
6,107,l
6,93,m
6,102,n
6,104,o
6,127,p
6,124,q
6,121,r
6,97,s
6,100,t
6,129,u
6,112,v
6,111,w
6,115,x
6,96,y
6,101,z
6,0,{
6,0,}
7,0,!
7,0,(
7,0,)
7,0,*
7,0,+
7,0,,
7,0,-
7,0,.
7,0,/
7,134,0
7,108,1
7,132,2
7,103,3
7,105,4
7,126,5
7,123,6
7,120,7
7,98,8
7,99,9
7,0,;
7,0,<
7,0,=
7,0,>
7,77,A
7,78,B
7,80,C
7,82,D
7,136,E
7,83,F
7,85,G
7,86,H
7,87,I
7,89,J
7,91,K
7,92,L
7,94,M
7,95,N
7,138,O
7,137,P
7,135,Q
7,133,R
7,131,S
7,130,T
7,128,U
7,125,V
7,122,W
7,119,X
7,110,Y
7,114,Z
7,118,a
7,117,b
7,79,c
7,81,d
7,106,e
7,116,f
7,84,g
7,109,h
7,113,i
7,88,j
7,90,k
7,107,l
7,93,m
7,102,n
7,104,o
7,127,p
7,124,q
7,121,r
7,97,s
7,100,t
7,129,u
7,112,v
7,111,w
7,115,x
7,96,y
7,101,z
7,0,{
7,0,}
8,0,!
8,0,(
8,0,)
8,0,*
8,0,+
8,0,,
8,0,-
8,0,.
8,0,/
8,134,0
8,108,1
8,132,2
8,103,3
8,105,4
8,126,5
8,123,6
8,120,7
8,98,8
8,99,9
8,0,;
8,0,<
8,0,=
8,0,>
8,77,A
8,78,B
8,80,C
8,82,D
8,136,E
8,83,F
8,85,G
8,86,H
8,87,I
8,89,J
8,91,K
8,92,L
8,94,M
8,95,N
8,138,O
8,137,P
8,135,Q
8,133,R
8,131,S
8,130,T
8,128,U
8,125,V
8,122,W
8,119,X
8,110,Y
8,114,Z
8,118,a
8,117,b
8,79,c
8,81,d
8,106,e
8,116,f
8,84,g
8,109,h
8,113,i
8,88,j
8,90,k
8,107,l
8,93,m
8,102,n
8,104,o
8,127,p
8,124,q
8,121,r
8,97,s
8,100,t
8,129,u
8,112,v
8,111,w
8,115,x
8,96,y
8,101,z
8,0,{
8,0,}
9,0,!
9,0,(
9,0,)
9,0,*
9,0,+
9,0,,
9,0,-
9,0,.
9,0,/
9,134,0
9,108,1
9,132,2
9,103,3
9,105,4
9,126,5
9,123,6
9,120,7
9,98,8
9,99,9
9,0,;
9,0,<
9,0,=
9,0,>
9,77,A
9,78,B
9,80,C
9,82,D
9,136,E
9,83,F
9,85,G
9,86,H
9,87,I
9,89,J
9,91,K
9,92,L
9,94,M
9,95,N
9,138,O
9,137,P
9,135,Q
9,133,R
9,131,S
9,130,T
9,128,U
9,125,V
9,122,W
9,119,X
9,110,Y
9,114,Z
9,118,a
9,117,b
9,79,c
9,81,d
9,106,e
9,116,f
9,84,g
9,109,h
9,113,i
9,88,j
9,90,k
9,107,l
9,93,m
9,102,n
9,104,o
9,127,p
9,124,q
9,121,r
9,97,s
9,100,t
9,129,u
9,112,v
9,111,w
9,115,x
9,96,y
9,101,z
9,0,{
9,0,}
10,0,!
10,0,(
10,0,)
10,0,*
10,0,+
10,0,,
10,0,-
10,0,.
10,0,/
10,134,0
10,108,1
10,132,2
10,103,3
10,105,4
10,126,5
10,123,6
10,120,7
10,98,8
10,99,9
10,0,;
10,0,<
10,0,=
10,0,>
10,77,A
10,78,B
10,80,C
10,82,D
10,136,E
10,83,F
10,85,G
10,86,H
10,87,I
10,89,J
10,91,K
10,92,L
10,94,M
10,95,N
10,138,O
10,137,P
10,135,Q
10,133,R
10,131,S
10,130,T
10,128,U
10,125,V
10,122,W
10,119,X
10,110,Y
10,114,Z
10,118,a
10,117,b
10,79,c
10,81,d
10,106,e
10,116,f
10,84,g
10,109,h
10,113,i
10,88,j
10,90,k
10,107,l
10,93,m
10,102,n
10,104,o
10,127,p
10,124,q
10,121,r
10,97,s
10,100,t
10,129,u
10,112,v
10,111,w
10,115,x
10,96,y
10,101,z
10,0,{
10,0,}
11,0,!
11,0,(
11,0,)
11,0,*
11,0,+
11,0,,
11,0,-
11,0,.
11,0,/
11,134,0
11,108,1
11,132,2
11,103,3
11,105,4
11,126,5
11,123,6
11,120,7
11,98,8
11,99,9
11,0,;
11,0,<
11,0,=
11,0,>
11,77,A
11,78,B
11,80,C
11,82,D
11,136,E
11,83,F
11,85,G
11,86,H
11,87,I
11,89,J
11,91,K
11,92,L
11,94,M
11,95,N
11,138,O
11,137,P
11,135,Q
11,133,R
11,131,S
11,130,T
11,128,U
11,125,V
11,122,W
11,119,X
11,110,Y
11,114,Z
11,118,a
11,117,b
11,79,c
11,81,d
11,106,e
11,116,f
11,84,g
11,109,h
11,113,i
11,88,j
11,90,k
11,107,l
11,93,m
11,102,n
11,104,o
11,127,p
11,124,q
11,121,r
11,97,s
11,100,t
11,129,u
11,112,v
11,111,w
11,115,x
11,96,y
11,101,z
11,0,{
11,0,}
12,0,!
12,0,(
12,0,)
12,0,*
12,0,+
12,0,,
12,0,-
12,0,.
12,0,/
12,134,0
12,108,1
12,132,2
12,103,3
12,105,4
12,126,5
12,123,6
12,120,7
12,98,8
12,99,9
12,0,;
12,0,<
12,0,=
12,0,>
12,77,A
12,78,B
12,80,C
12,82,D
12,136,E
12,83,F
12,85,G
12,86,H
12,87,I
12,89,J
12,91,K
12,92,L
12,94,M
12,95,N
12,138,O
12,137,P
12,135,Q
12,133,R
12,131,S
12,130,T
12,128,U
12,125,V
12,122,W
12,119,X
12,110,Y
12,114,Z
12,118,a
12,117,b
12,79,c
12,81,d
12,106,e
12,116,f
12,84,g
12,109,h
12,113,i
12,88,j
12,90,k
12,107,l
12,93,m
12,102,n
12,104,o
12,127,p
12,124,q
12,121,r
12,97,s
12,100,t
12,129,u
12,112,v
12,111,w
12,115,x
12,96,y
12,101,z
12,0,{
12,0,}
13,0,!
13,0,(
13,0,)
13,0,*
13,0,+
13,0,,
13,0,-
13,0,.
13,0,/
13,134,0
13,108,1
13,132,2
13,103,3
13,105,4
13,126,5
13,123,6
13,120,7
13,98,8
13,99,9
13,0,;
13,0,<
13,0,=
13,0,>
13,77,A
13,78,B
13,80,C
13,82,D
13,136,E
13,83,F
13,85,G
13,86,H
13,87,I
13,89,J
13,91,K
13,92,L
13,94,M
13,95,N
13,138,O
13,137,P
13,135,Q
13,133,R
13,131,S
13,130,T
13,128,U
13,125,V
13,122,W
13,119,X
13,110,Y
13,114,Z
13,118,a
13,117,b
13,79,c
13,81,d
13,106,e
13,116,f
13,84,g
13,109,h
13,113,i
13,88,j
13,90,k
13,107,l
13,93,m
13,102,n
13,104,o
13,127,p
13,124,q
13,121,r
13,97,s
13,100,t
13,129,u
13,112,v
13,111,w
13,115,x
13,96,y
13,101,z
13,0,{
13,0,}
14,0,!
14,0,(
14,0,)
14,0,*
14,0,+
14,0,,
14,0,-
14,0,.
14,0,/
14,134,0
14,108,1
14,132,2
14,103,3
14,105,4
14,126,5
14,123,6
14,120,7
14,98,8
14,99,9
14,0,;
14,0,<
14,0,=
14,0,>
14,77,A
14,78,B
14,80,C
14,82,D
14,136,E
14,83,F
14,85,G
14,86,H
14,87,I
14,89,J
14,91,K
14,92,L
14,94,M
14,95,N
14,138,O
14,137,P
14,135,Q
14,133,R
14,131,S
14,130,T
14,128,U
14,125,V
14,122,W
14,119,X
14,110,Y
14,114,Z
14,118,a
14,117,b
14,79,c
14,81,d
14,106,e
14,116,f
14,84,g
14,109,h
14,113,i
14,88,j
14,90,k
14,107,l
14,93,m
14,102,n
14,104,o
14,127,p
14,124,q
14,121,r
14,97,s
14,100,t
14,129,u
14,112,v
14,111,w
14,115,x
14,96,y
14,101,z
14,0,{
14,0,}
15,0,!
15,0,(
15,0,)
15,0,*
15,0,+
15,0,,
15,0,-
15,0,.
15,0,/
15,134,0
15,108,1
15,132,2
15,103,3
15,105,4
15,126,5
15,123,6
15,120,7
15,98,8
15,99,9
15,0,;
15,0,<
15,0,=
15,0,>
15,77,A
15,78,B
15,80,C
15,82,D
15,136,E
15,83,F
15,85,G
15,86,H
15,87,I
15,89,J
15,91,K
15,92,L
15,94,M
15,95,N
15,138,O
15,137,P
15,135,Q
15,133,R
15,131,S
15,130,T
15,128,U
15,125,V
15,122,W
15,119,X
15,110,Y
15,114,Z
15,118,a
15,117,b
15,79,c
15,81,d
15,106,e
15,116,f
15,84,g
15,109,h
15,113,i
15,88,j
15,90,k
15,107,l
15,93,m
15,102,n
15,104,o
15,127,p
15,124,q
15,121,r
15,97,s
15,100,t
15,129,u
15,112,v
15,111,w
15,115,x
15,96,y
15,101,z
15,0,{
15,0,}
16,0,!
16,0,(
16,0,)
16,0,*
16,0,+
16,0,,
16,0,-
16,0,.
16,0,/
16,134,0
16,108,1
16,132,2
16,103,3
16,105,4
16,126,5
16,123,6
16,120,7
16,98,8
16,99,9
16,0,;
16,0,<
16,0,=
16,0,>
16,77,A
16,78,B
16,80,C
16,82,D
16,136,E
16,83,F
16,85,G
16,86,H
16,87,I
16,89,J
16,91,K
16,92,L
16,94,M
16,95,N
16,138,O
16,137,P
16,135,Q
16,133,R
16,131,S
16,130,T
16,128,U
16,125,V
16,122,W
16,119,X
16,110,Y
16,114,Z
16,118,a
16,117,b
16,79,c
16,81,d
16,106,e
16,116,f
16,84,g
16,109,h
16,113,i
16,88,j
16,90,k
16,107,l
16,93,m
16,102,n
16,104,o
16,127,p
16,124,q
16,121,r
16,97,s
16,100,t
16,129,u
16,112,v
16,111,w
16,115,x
16,96,y
16,101,z
16,0,{
16,0,}
17,0,!
17,0,(
17,0,)
17,0,*
17,0,+
17,0,,
17,0,-
17,0,.
17,0,/
17,134,0
17,108,1
17,132,2
17,103,3
17,105,4
17,126,5
17,123,6
17,120,7
17,98,8
17,99,9
17,0,;
17,0,<
17,0,=
17,0,>
17,77,A
17,78,B
17,80,C
17,82,D
17,136,E
17,83,F
17,85,G
17,86,H
17,87,I
17,89,J
17,91,K
17,92,L
17,94,M
17,95,N
17,138,O
17,137,P
17,135,Q
17,133,R
17,131,S
17,130,T
17,128,U
17,125,V
17,122,W
17,119,X
17,110,Y
17,114,Z
17,118,a
17,117,b
17,79,c
17,81,d
17,106,e
17,116,f
17,84,g
17,109,h
17,113,i
17,88,j
17,90,k
17,107,l
17,93,m
17,102,n
17,104,o
17,127,p
17,124,q
17,121,r
17,97,s
17,100,t
17,129,u
17,112,v
17,111,w
17,115,x
17,96,y
17,101,z
17,0,{
17,0,}
18,0,!
18,0,(
18,0,)
18,0,*
18,0,+
18,0,,
18,0,-
18,0,.
18,0,/
18,134,0
18,108,1
18,132,2
18,103,3
18,105,4
18,126,5
18,123,6
18,120,7
18,98,8
18,99,9
18,0,;
18,0,<
18,0,=
18,0,>
18,77,A
18,78,B
18,80,C
18,82,D
18,136,E
18,83,F
18,85,G
18,86,H
18,87,I
18,89,J
18,91,K
18,92,L
18,94,M
18,95,N
18,138,O
18,137,P
18,135,Q
18,133,R
18,131,S
18,130,T
18,128,U
18,125,V
18,122,W
18,119,X
18,110,Y
18,114,Z
18,118,a
18,117,b
18,79,c
18,81,d
18,106,e
18,116,f
18,84,g
18,109,h
18,113,i
18,88,j
18,90,k
18,107,l
18,93,m
18,102,n
18,104,o
18,127,p
18,124,q
18,121,r
18,97,s
18,100,t
18,129,u
18,112,v
18,111,w
18,115,x
18,96,y
18,101,z
18,0,{
18,0,}
19,0,!
19,0,(
19,0,)
19,0,*
19,0,+
19,0,,
19,0,-
19,0,.
19,0,/
19,134,0
19,108,1
19,132,2
19,103,3
19,105,4
19,126,5
19,123,6
19,120,7
19,98,8
19,99,9
19,0,;
19,0,<
19,0,=
19,0,>
19,77,A
19,78,B
19,80,C
19,82,D
19,136,E
19,83,F
19,85,G
19,86,H
19,87,I
19,89,J
19,91,K
19,92,L
19,94,M
19,95,N
19,138,O
19,137,P
19,135,Q
19,133,R
19,131,S
19,130,T
19,128,U
19,125,V
19,122,W
19,119,X
19,110,Y
19,114,Z
19,118,a
19,117,b
19,79,c
19,81,d
19,106,e
19,116,f
19,84,g
19,109,h
19,113,i
19,88,j
19,90,k
19,107,l
19,93,m
19,102,n
19,104,o
19,127,p
19,124,q
19,121,r
19,97,s
19,100,t
19,129,u
19,112,v
19,111,w
19,115,x
19,96,y
19,101,z
19,0,{
19,0,}
20,0,!
20,0,(
20,0,)
20,0,*
20,0,+
20,0,,
20,0,-
20,0,.
20,0,/
20,134,0
20,108,1
20,132,2
20,103,3
20,105,4
20,126,5
20,123,6
20,120,7
20,98,8
20,99,9
20,0,;
20,0,<
20,0,=
20,0,>
20,77,A
20,78,B
20,80,C
20,82,D
20,136,E
20,83,F
20,85,G
20,86,H
20,87,I
20,89,J
20,91,K
20,92,L
20,94,M
20,95,N
20,138,O
20,137,P
20,135,Q
20,133,R
20,131,S
20,130,T
20,128,U
20,125,V
20,122,W
20,119,X
20,110,Y
20,114,Z
20,118,a
20,117,b
20,79,c
20,81,d
20,106,e
20,116,f
20,84,g
20,109,h
20,113,i
20,88,j
20,90,k
20,107,l
20,93,m
20,102,n
20,104,o
20,127,p
20,124,q
20,121,r
20,97,s
20,100,t
20,129,u
20,112,v
20,111,w
20,115,x
20,96,y
20,101,z
20,0,{
20,0,}
21,0,!
21,0,(
21,0,)
21,0,*
21,0,+
21,0,,
21,0,-
21,0,.
21,0,/
21,0,0
21,0,1
21,0,2
21,0,3
21,0,4
21,0,5
21,0,6
21,0,7
21,0,8
21,0,9
21,0,;
21,0,<
21,139,=
21,0,>
21,0,A
21,0,B
21,0,C
21,0,D
21,0,E
21,0,F
21,0,G
21,0,H
21,0,I
21,0,J
21,0,K
21,0,L
21,0,M
21,0,N
21,0,O
21,0,P
21,0,Q
21,0,R
21,0,S
21,0,T
21,0,U
21,0,V
21,0,W
21,0,X
21,0,Y
21,0,Z
21,0,a
21,0,b
21,0,c
21,0,d
21,0,e
21,0,f
21,0,g
21,0,h
21,0,i
21,0,j
21,0,k
21,0,l
21,0,m
21,0,n
21,0,o
21,0,p
21,0,q
21,0,r
21,0,s
21,0,t
21,0,u
21,0,v
21,0,w
21,0,x
21,0,y
21,0,z
21,0,{
21,0,}
22,0,!
22,0,(
22,0,)
22,0,*
22,0,+
22,0,,
22,0,-
22,0,.
22,0,/
22,134,0
22,108,1
22,132,2
22,103,3
22,105,4
22,126,5
22,123,6
22,120,7
22,98,8
22,99,9
22,0,;
22,0,<
22,0,=
22,0,>
22,77,A
22,78,B
22,80,C
22,82,D
22,136,E
22,83,F
22,85,G
22,86,H
22,87,I
22,89,J
22,91,K
22,92,L
22,94,M
22,95,N
22,138,O
22,137,P
22,135,Q
22,133,R
22,131,S
22,130,T
22,128,U
22,125,V
22,122,W
22,119,X
22,110,Y
22,114,Z
22,118,a
22,117,b
22,79,c
22,81,d
22,106,e
22,116,f
22,84,g
22,109,h
22,113,i
22,88,j
22,90,k
22,107,l
22,93,m
22,102,n
22,104,o
22,127,p
22,124,q
22,121,r
22,97,s
22,100,t
22,129,u
22,112,v
22,111,w
22,115,x
22,96,y
22,101,z
22,0,{
22,0,}
23,0,!
23,0,(
23,0,)
23,0,*
23,0,+
23,0,,
23,0,-
23,140,.
23,0,/
23,72,0
23,34,1
23,70,2
23,28,3
23,30,4
23,64,5
23,61,6
23,57,7
23,23,8
23,24,9
23,0,;
23,0,<
23,0,=
23,0,>
23,0,A
23,0,B
23,0,C
23,0,D
23,0,E
23,0,F
23,0,G
23,0,H
23,0,I
23,0,J
23,0,K
23,0,L
23,0,M
23,0,N
23,0,O
23,0,P
23,0,Q
23,0,R
23,0,S
23,0,T
23,0,U
23,0,V
23,0,W
23,0,X
23,0,Y
23,0,Z
23,0,a
23,0,b
23,0,c
23,0,d
23,0,e
23,0,f
23,0,g
23,0,h
23,0,i
23,0,j
23,0,k
23,0,l
23,0,m
23,0,n
23,0,o
23,0,p
23,0,q
23,0,r
23,0,s
23,0,t
23,0,u
23,0,v
23,0,w
23,0,x
23,0,y
23,0,z
23,0,{
23,0,}
24,0,!
24,0,(
24,0,)
24,0,*
24,0,+
24,0,,
24,0,-
24,140,.
24,0,/
24,72,0
24,34,1
24,70,2
24,28,3
24,30,4
24,64,5
24,61,6
24,57,7
24,23,8
24,24,9
24,0,;
24,0,<
24,0,=
24,0,>
24,0,A
24,0,B
24,0,C
24,0,D
24,0,E
24,0,F
24,0,G
24,0,H
24,0,I
24,0,J
24,0,K
24,0,L
24,0,M
24,0,N
24,0,O
24,0,P
24,0,Q
24,0,R
24,0,S
24,0,T
24,0,U
24,0,V
24,0,W
24,0,X
24,0,Y
24,0,Z
24,0,a
24,0,b
24,0,c
24,0,d
24,0,e
24,0,f
24,0,g
24,0,h
24,0,i
24,0,j
24,0,k
24,0,l
24,0,m
24,0,n
24,0,o
24,0,p
24,0,q
24,0,r
24,0,s
24,0,t
24,0,u
24,0,v
24,0,w
24,0,x
24,0,y
24,0,z
24,0,{
24,0,}
25,0,!
25,0,(
25,0,)
25,0,*
25,0,+
25,0,,
25,0,-
25,0,.
25,0,/
25,134,0
25,108,1
25,132,2
25,103,3
25,105,4
25,126,5
25,123,6
25,120,7
25,98,8
25,99,9
25,0,;
25,0,<
25,0,=
25,0,>
25,77,A
25,78,B
25,80,C
25,82,D
25,136,E
25,83,F
25,85,G
25,86,H
25,87,I
25,89,J
25,91,K
25,92,L
25,94,M
25,95,N
25,138,O
25,137,P
25,135,Q
25,133,R
25,131,S
25,130,T
25,128,U
25,125,V
25,122,W
25,119,X
25,110,Y
25,114,Z
25,118,a
25,117,b
25,79,c
25,81,d
25,106,e
25,116,f
25,84,g
25,109,h
25,113,i
25,88,j
25,90,k
25,107,l
25,93,m
25,102,n
25,104,o
25,127,p
25,124,q
25,121,r
25,97,s
25,100,t
25,129,u
25,112,v
25,111,w
25,115,x
25,96,y
25,101,z
25,0,{
25,0,}
26,0,!
26,0,(
26,0,)
26,0,*
26,0,+
26,0,,
26,0,-
26,0,.
26,0,/
26,134,0
26,108,1
26,132,2
26,103,3
26,105,4
26,126,5
26,123,6
26,120,7
26,98,8
26,99,9
26,0,;
26,0,<
26,0,=
26,0,>
26,77,A
26,78,B
26,80,C
26,82,D
26,136,E
26,83,F
26,85,G
26,86,H
26,87,I
26,89,J
26,91,K
26,92,L
26,94,M
26,95,N
26,138,O
26,137,P
26,135,Q
26,133,R
26,131,S
26,130,T
26,128,U
26,125,V
26,122,W
26,119,X
26,110,Y
26,114,Z
26,118,a
26,117,b
26,79,c
26,81,d
26,106,e
26,116,f
26,84,g
26,109,h
26,113,i
26,88,j
26,90,k
26,107,l
26,93,m
26,102,n
26,104,o
26,127,p
26,124,q
26,121,r
26,97,s
26,100,t
